sort_order,md5,label,name,filename,signature_file
1,cda7443729d61367b8d94bf0ffad933b,assemblies/GCA_037728305.1.fna,,assemblies/GCA_037728305.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_037728305.1.sig
2,5d4b64bbab515cac6d890764a593fe0f,assemblies/GCF_025758415.1.fna,,assemblies/GCF_025758415.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCF_025758415.1.sig
3,74468ce45379bfaa3d4e5603d238df3c,assemblies/SRR1661248.fna,,assemblies/SRR1661248.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR1661248.sig
4,f6694c74e6efa8dd643f6679ff1fbd61,assemblies/ERR2133905.fna,,assemblies/ERR2133905.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2133905.sig
5,1c73402c462a3346010c82a8190797fc,assemblies/SRR1661156.fna,,assemblies/SRR1661156.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR1661156.sig
6,956b4d50324c8871293e41e200e31ce7,assemblies/ERR349933.fna,,assemblies/ERR349933.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR349933.sig
7,0575173fcab70e65bec3217d5f9f6e32,assemblies/ERR352761.fna,,assemblies/ERR352761.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR352761.sig
8,725ba3d655ec7e57c1b788c3948dd75d,assemblies/SRR5827018.fna,,assemblies/SRR5827018.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR5827018.sig
9,a413800f239aa78081b48064ff6774ab,assemblies/SRR2736258.fna,,assemblies/SRR2736258.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR2736258.sig
10,094643d08a5e2d20f2a45ab3a6a3d95d,assemblies/SRR1661256.fna,,assemblies/SRR1661256.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR1661256.sig
11,91c85e6598ad863f95eca6709314d4d7,assemblies/ERR363613.fna,,assemblies/ERR363613.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR363613.sig
12,e6ff99ec7cd00bb23490aeda460ce674,assemblies/ERR223627.fna,,assemblies/ERR223627.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR223627.sig
