sort_order,md5,label,name,filename,signature_file
1,d2f270c4b902f4e8fe64c67041337157,assemblies/ERR129057.fna,,assemblies/ERR129057.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR129057.sig
2,5c3fdd748ab826a018ded92c7b1f0d20,assemblies/ERR065960.fna,,assemblies/ERR065960.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR065960.sig
3,257b74adc3a79823d507c559768abd10,assemblies/ERR069792.fna,,assemblies/ERR069792.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR069792.sig
4,4b4c0c43fa4552a10d3de0c5cb3843ac,assemblies/ERR124281.fna,,assemblies/ERR124281.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR124281.sig
5,b61039cff5c9c7594a1d117c25d51372,assemblies/ERR129176.fna,,assemblies/ERR129176.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR129176.sig
6,f8ee832a0f390b0ad504f7ff2ba3d6ce,assemblies/ERR124250.fna,,assemblies/ERR124250.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR124250.sig
7,41552d4c11129d4691764f2d52836479,assemblies/ERR129192.fna,,assemblies/ERR129192.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR129192.sig
8,fc81e015dfe156917f2062b836dc8f55,assemblies/ERR069783.fna,,assemblies/ERR069783.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR069783.sig
9,87b3ae62bba8cdda6a7fcc0a935d588e,assemblies/ERR124253.fna,,assemblies/ERR124253.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR124253.sig
10,f6317890d3e2e51fac108cb049fc77b7,assemblies/ERR124310.fna,,assemblies/ERR124310.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR124310.sig
11,c344bd65a7f6e6a57f39440b9709dbe8,assemblies/ERR065320.fna,,assemblies/ERR065320.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR065320.sig
