sort_order,md5,label,name,filename,signature_file
1,cfbe4a69ea1f4628e06ce9f915a99339,assemblies/ERR2309569.fna,,assemblies/ERR2309569.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2309569.sig
2,848f73afd36fb2a12e1366d66a3a36e9,assemblies/ERR3826529.fna,,assemblies/ERR3826529.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826529.sig
3,c6e5706294c6b5520fbb9f7fc28d7b57,assemblies/ERR3826663.fna,,assemblies/ERR3826663.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826663.sig
4,c4cf6333dfdd0a4f4e309a483161aae0,assemblies/ERR3826405.fna,,assemblies/ERR3826405.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826405.sig
5,e2855a9de8e6480c35e59a17dfd2f65b,assemblies/ERR2309552.fna,,assemblies/ERR2309552.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2309552.sig
6,6490bd99018756886ea2ef3adeb1baf4,assemblies/ERR1069942.fna,,assemblies/ERR1069942.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR1069942.sig
7,3bebe6cfd72e5975d478811db0c5397d,assemblies/ERR3826585.fna,,assemblies/ERR3826585.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826585.sig
8,b7f9b3cf02c39cc31db2753439f75e7c,assemblies/ERR3826332.fna,,assemblies/ERR3826332.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826332.sig
9,94b7a56b4091a69e716b004740ee2d2a,assemblies/SRR6985719.fna,,assemblies/SRR6985719.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR6985719.sig
10,2d4120de16196228b5453c91dbe401fe,assemblies/ERR3826359.fna,,assemblies/ERR3826359.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826359.sig
11,334745a5beec17fa8fbb34f5e006e4a5,assemblies/ERR3826221.fna,,assemblies/ERR3826221.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826221.sig
12,0fd85162763a8dd7c9c22dbb93997135,assemblies/ERR418657.fna,,assemblies/ERR418657.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR418657.sig
13,701f98f6931cac442b6c86938e47b422,assemblies/ERR418938.fna,,assemblies/ERR418938.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR418938.sig
14,edd515ca645501ba2f4943dc0967f269,assemblies/ERR3826374.fna,,assemblies/ERR3826374.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826374.sig
15,0bee5cbcfc4a820f8fa1478b6134b4a2,assemblies/ERR3826323.fna,,assemblies/ERR3826323.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826323.sig
16,d4ef916825997b99704e8b5ac4227623,assemblies/ERR3826427.fna,,assemblies/ERR3826427.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826427.sig
17,39cb04bba85380e683a8e269a306fc77,assemblies/ERR030280.fna,,assemblies/ERR030280.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR030280.sig
18,363cde81a3d2fa3422c3ac45f782ad9b,assemblies/ERR418788.fna,,assemblies/ERR418788.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR418788.sig
19,9a4040ded9df7ec0fd5f79f160b43b69,assemblies/ERR418864.fna,,assemblies/ERR418864.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR418864.sig
20,3cf4a9ab51223a9c6e5032e1cabe338e,assemblies/ERR410068.fna,,assemblies/ERR410068.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR410068.sig
21,a3e5b806fbd0bcf96a6666a2e56adece,assemblies/ERR3826527.fna,,assemblies/ERR3826527.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826527.sig
22,1d990c116c3929fb0f01cb9b87973738,assemblies/SRR6985722.fna,,assemblies/SRR6985722.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR6985722.sig
23,fbad395127c0958cd74e2405910c7526,assemblies/ERR2309529.fna,,assemblies/ERR2309529.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2309529.sig
24,e4af5267a4ee205ffce6617910b2df62,assemblies/ERR2309540.fna,,assemblies/ERR2309540.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2309540.sig
25,50554d63dfc7245ed0c4fd2fb2690ce1,assemblies/ERR1069833.fna,,assemblies/ERR1069833.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR1069833.sig
26,5973265e32654b6e6e2f9314216b6b36,assemblies/ERR3826484.fna,,assemblies/ERR3826484.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826484.sig
27,ad385f4224e8cbd206de8e870c0c906f,assemblies/ERR3826097.fna,,assemblies/ERR3826097.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826097.sig
28,608b688d3ef38c49288aa6f6983a5ed7,assemblies/ERR3826632.fna,,assemblies/ERR3826632.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826632.sig
29,3764abe5a9297b339b16311bf9b98dd3,assemblies/ERR410056.fna,,assemblies/ERR410056.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR410056.sig
30,c44b1e1402a34b7f62e243af96433990,assemblies/ERR419081.fna,,assemblies/ERR419081.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR419081.sig
31,4834180e8eb17b8af50c7832b11f538c,assemblies/ERR3826655.fna,,assemblies/ERR3826655.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826655.sig
32,9ce7d254ab0ef926265c6ad82f75eacb,assemblies/ERR418802.fna,,assemblies/ERR418802.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR418802.sig
33,42047ab7027c82e0de3fff1bfe629735,assemblies/ERR3826260.fna,,assemblies/ERR3826260.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826260.sig
34,ff192fb08772e19b64afcc136a915107,assemblies/ERR419083.fna,,assemblies/ERR419083.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR419083.sig
35,3b51f17a8bdb3f22d15431d34beafbda,assemblies/ERR2309547.fna,,assemblies/ERR2309547.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2309547.sig
36,96919b498d8cdcd357a7d4f5adc5a245,assemblies/ERR3826690.fna,,assemblies/ERR3826690.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826690.sig
37,501edb96e8bc36f35b1bd82c30e8cba4,assemblies/ERR3826704.fna,,assemblies/ERR3826704.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826704.sig
38,17db59faa2b114732a0663c80897021c,assemblies/ERR3826145.fna,,assemblies/ERR3826145.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826145.sig
39,1e533d0e0952b5d6750e0adbaed1a937,assemblies/ERR1069937.fna,,assemblies/ERR1069937.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR1069937.sig
40,150492b6a36c521d056255d55cfedb71,assemblies/ERR3826100.fna,,assemblies/ERR3826100.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826100.sig
41,f59f911f8c7f98cb57c02f15cbee54f4,assemblies/ERR3826478.fna,,assemblies/ERR3826478.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826478.sig
42,80d1fa0c3d43cc2123b0f99cf5afad67,assemblies/ERR029378.fna,,assemblies/ERR029378.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR029378.sig
43,43b2b3c7ab2314f4565486f95091dcff,assemblies/ERR3826481.fna,,assemblies/ERR3826481.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826481.sig
44,f83589b7e9d47389c6998cdd21f6747a,assemblies/ERR3826615.fna,,assemblies/ERR3826615.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826615.sig
45,27c0b1dbc9a922c60547a474e201292f,assemblies/ERR030150.fna,,assemblies/ERR030150.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR030150.sig
46,7836c4e52687de2f0de126cac4209fcb,assemblies/ERR2309601.fna,,assemblies/ERR2309601.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2309601.sig
47,3683f97bd8156463b300ad3dbaad7aa6,assemblies/ERR3826702.fna,,assemblies/ERR3826702.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826702.sig
48,8366778d7d512514d88cd3959de50737,assemblies/ERR3826724.fna,,assemblies/ERR3826724.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826724.sig
49,2c1f79e119eeab76720998c57c74183d,assemblies/ERR419039.fna,,assemblies/ERR419039.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR419039.sig
50,22c29f0cd7965ff5b357f5ced82a94ea,assemblies/ERR419115.fna,,assemblies/ERR419115.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR419115.sig
51,e0e72e382609718a01710a4f51052ddb,assemblies/ERR3826298.fna,,assemblies/ERR3826298.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826298.sig
52,4341a7cb33cae19e0b444d6b9698806e,assemblies/ERR3826207.fna,,assemblies/ERR3826207.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826207.sig
53,05b03d6dbb2a23cfa401fd5d9501b3ae,assemblies/ERR1070032.fna,,assemblies/ERR1070032.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR1070032.sig
54,944250526a4c125c70bc3539f10b20c7,assemblies/ERR3826711.fna,,assemblies/ERR3826711.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826711.sig
55,fa230e4e5f90fa6b50aaa97c01131bcc,assemblies/ERR3826328.fna,,assemblies/ERR3826328.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826328.sig
56,4650f1991e20d544fc81da6fdf9e21ac,assemblies/ERR3826354.fna,,assemblies/ERR3826354.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826354.sig
57,e29e16ebd71e5eb41371681d13447098,assemblies/ERR3826429.fna,,assemblies/ERR3826429.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826429.sig
58,2439a3b237d74400c9bd22cab3e64f8d,assemblies/ERR3826689.fna,,assemblies/ERR3826689.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826689.sig
59,9dd56948bf7531658060d35deb5e926a,assemblies/ERR3826412.fna,,assemblies/ERR3826412.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR3826412.sig
60,5bb3f7078f57dc8effb260489a19d551,assemblies/ERR418742.fna,,assemblies/ERR418742.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR418742.sig
61,9f16205a867df6e264a7c4bff97d8814,assemblies/ERR418342.fna,,assemblies/ERR418342.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR418342.sig
